module_id,module_code,module_title,module_type,host_department,primary_lead_name,primary_lead_m3_score,collaborator_rank,collaborator_name,collaborator_position,collaborator_department,collaboration_aspect,aspect_affinity_score,collaboration_suitability_score,rationale
module_371e670e764a2b9c,MB5523,Corporate and Business Finance,taught_academic,"Economics, Finance and Accounting",Dr Radha Shiwakoti,0.409234,1,Miss Dilruba Karim,Senior Lecturer in Economics and Finance,"Economics, Finance and Accounting","Macroeconomic Policy, Global Trade & Financial Systems",0.6319730877876282,0.574683427810669,"Enriches 'Corporate and Business Finance' by delivering specialist guest sessions on 'Macroeconomic Policy, Global Trade & Financial Systems'. Complements Dr Radha Shiwakoti's (Economics, Finance and Accounting) core delivery with external domain perspectives from Economics, Finance and Accounting."
module_371e670e764a2b9c,MB5523,Corporate and Business Finance,taught_academic,"Economics, Finance and Accounting",Dr Radha Shiwakoti,0.409234,2,Dr Valeriia Haberland,Lecturer in Computer Science,Computer Science,Healthcare & Biomedical Applications,0.6184433698654175,0.4933425888419151,"Enriches 'Corporate and Business Finance' by delivering specialist guest sessions on 'Healthcare & Biomedical Applications'. Complements Dr Radha Shiwakoti's (Economics, Finance and Accounting) core delivery with external domain perspectives from Computer Science."
module_371e670e764a2b9c,MB5523,Corporate and Business Finance,taught_academic,"Economics, Finance and Accounting",Dr Radha Shiwakoti,0.409234,3,Dr Ambrose Egwuonwu,Lecturer (Education) in Accounting & Finance,"Economics, Finance and Accounting","Business Analytics, Enterprise Strategy & Management",0.6006503701210022,0.5645683288574218,"Enriches 'Corporate and Business Finance' by delivering specialist guest sessions on 'Business Analytics, Enterprise Strategy & Management'. Complements Dr Radha Shiwakoti's (Economics, Finance and Accounting) core delivery with external domain perspectives from Economics, Finance and Accounting."
module_3733ecdb03854186,EE5624,Applied Sensors Instrumentation and Control,taught_academic,Mechanical and Aerospace Engineering,Dr Yohan Noh,0.269422,1,Dr Md Nazmul Huda,Associate Dean (Student Experience)/Senior Lecturer in Electronic & Electrical Engineering,Electronic and Electrical Engineering,"Robotics, Embedded Systems & Hardware Integration",0.4555783271789551,0.40841652750968926,"Enriches 'Applied Sensors Instrumentation and Control' by delivering specialist guest sessions on 'Robotics, Embedded Systems & Hardware Integration'. Complements Dr Yohan Noh's (Mechanical and Aerospace Engineering) core delivery with external domain perspectives from Electronic and Electrical Engineering."
module_37a3829c857031f8,CY5606,Managing Investigations,taught_academic,Social and Political Sciences,Dr Matthew Cracknell,0.353971,1,Professor Panos Louvieris,Professor - Information System,Computer Science,"Cybersecurity, Cryptography & Digital Trust",0.4386604130268097,0.3810905113816261,"Enriches 'Managing Investigations' by delivering specialist guest sessions on 'Cybersecurity, Cryptography & Digital Trust'. Complements Dr Matthew Cracknell's (Social and Political Sciences) core delivery with external domain perspectives from Computer Science."
module_37c2f9bbae4a6ef7,LX3611,Evidence,taught_academic,Social and Political Sciences,Dr Matthew Cracknell,0.276257,1,Dr Asress Gikay,"Senior Lecturer in AI, Disruptive Innovation and Law",Brunel Law School,"Ethics, Governance, Law & Policy",0.7417120933532715,0.6074521005153656,"Enriches 'Evidence' by delivering specialist guest sessions on 'Ethics, Governance, Law & Policy'. Complements Dr Matthew Cracknell's (Social and Political Sciences) core delivery with external domain perspectives from Brunel Law School."
module_387a8fd346b51c11,MU2631,Creative Studio Practice,taught_academic,Arts and Humanities,Dr Brent Ferguson,0.208582,1,Professor George Ghinea,Professor - Mulsemedia Computing,Computer Science,"Visual Perception, Graphic Storytelling & HCI",0.5237909555435181,0.45256983041763305,"Enriches 'Creative Studio Practice' by delivering specialist guest sessions on 'Visual Perception, Graphic Storytelling & HCI'. Complements Dr Brent Ferguson's (Arts and Humanities) core delivery with external domain perspectives from Computer Science."
module_388673ab45ff4e37,N/A,Engineering Design and Manufacturing for Business,taught_academic,Computer Science,Dr Nour Ali,0.17688,1,Dr Abrahim Althonayan,Senior Lecturer in Ops Management,"Strategy, Entrepreneurship and Management","Business Analytics, Enterprise Strategy & Management",0.6061857342720032,0.5113456130027771,"Enriches 'Engineering Design and Manufacturing for Business' by delivering specialist guest sessions on 'Business Analytics, Enterprise Strategy & Management'. Complements Dr Nour Ali's (Computer Science) core delivery with external domain perspectives from Strategy, Entrepreneurship and Management."
module_38bd458c0dfb73c3,EE5631,Advanced Vehicular Systems Technology,taught_academic,Electronic and Electrical Engineering,Dr Ioana Pisica,0.271913,1,Dr Abrahim Althonayan,Senior Lecturer in Ops Management,"Strategy, Entrepreneurship and Management","Business Analytics, Enterprise Strategy & Management",0.6061857342720032,0.4907381922006607,"Enriches 'Advanced Vehicular Systems Technology' by delivering specialist guest sessions on 'Business Analytics, Enterprise Strategy & Management'. Complements Dr Ioana Pisica's (Electronic and Electrical Engineering) core delivery with external domain perspectives from Strategy, Entrepreneurship and Management."
module_38bd458c0dfb73c3,EE5631,Advanced Vehicular Systems Technology,taught_academic,Electronic and Electrical Engineering,Dr Ioana Pisica,0.271913,2,Dr Md Nazmul Huda,Associate Dean (Student Experience)/Senior Lecturer in Electronic & Electrical Engineering,Electronic and Electrical Engineering,"Robotics, Embedded Systems & Hardware Integration",0.4555783271789551,0.4221326470375061,"Enriches 'Advanced Vehicular Systems Technology' by delivering specialist guest sessions on 'Robotics, Embedded Systems & Hardware Integration'. Complements Dr Ioana Pisica's (Electronic and Electrical Engineering) core delivery with external domain perspectives from Electronic and Electrical Engineering."
module_38bdc95a4a32106b,LX5609,Theory of International Financial Regulation,taught_academic,Social and Political Sciences,Professor Philip Davies,0.172443,1,Miss Dilruba Karim,Senior Lecturer in Economics and Finance,"Economics, Finance and Accounting","Macroeconomic Policy, Global Trade & Financial Systems",0.6319730877876282,0.5809067338705063,"Enriches 'Theory of International Financial Regulation' by delivering specialist guest sessions on 'Macroeconomic Policy, Global Trade & Financial Systems'. Complements Professor Philip Davies's (Social and Political Sciences) core delivery with external domain perspectives from Economics, Finance and Accounting."
module_38bdc95a4a32106b,LX5609,Theory of International Financial Regulation,taught_academic,Social and Political Sciences,Professor Philip Davies,0.172443,2,Dr Asress Gikay,"Senior Lecturer in AI, Disruptive Innovation and Law",Brunel Law School,"Ethics, Governance, Law & Policy",0.7417120933532715,0.599644011259079,"Enriches 'Theory of International Financial Regulation' by delivering specialist guest sessions on 'Ethics, Governance, Law & Policy'. Complements Professor Philip Davies's (Social and Political Sciences) core delivery with external domain perspectives from Brunel Law School."
module_38d2c7d47ede1af6,N/A,Aircraft Propulsion,taught_academic,Mechanical and Aerospace Engineering,Dr Alvin Gatto,0.344544,1,Dr Md Nazmul Huda,Associate Dean (Student Experience)/Senior Lecturer in Electronic & Electrical Engineering,Electronic and Electrical Engineering,"Robotics, Embedded Systems & Hardware Integration",0.4555783271789551,0.38797200620174405,"Enriches 'Aircraft Propulsion' by delivering specialist guest sessions on 'Robotics, Embedded Systems & Hardware Integration'. Complements Dr Alvin Gatto's (Mechanical and Aerospace Engineering) core delivery with external domain perspectives from Electronic and Electrical Engineering."
module_390959f0f0141662,MG3621,Taxation,taught_academic,Business Analytics and Marketing,Dr Amir Ashrafi,0.221539,1,Dr Pamela Nika,Senior Lecturer in Corporate Finance Law,Brunel Law School,"Macroeconomic Policy, Global Trade & Financial Systems",0.49392443895339966,0.46138634681701657,"Enriches 'Taxation' by delivering specialist guest sessions on 'Macroeconomic Policy, Global Trade & Financial Systems'. Complements Dr Amir Ashrafi's (Business Analytics and Marketing) core delivery with external domain perspectives from Brunel Law School."
module_396627b1a0a7b6f2,GY3603,Leadership for Change,taught_academic,Department of Life Sciences,Dr Sofia Barbosa Boucas,0.304474,1,Professor David Gallear,Vice Dean Education/Professor - Operations Management,Business Analytics and Marketing,Environmental Sustainability & Clean Tech,0.5589849948883057,0.5039782434701919,Enriches 'Leadership for Change' by delivering specialist guest sessions on 'Environmental Sustainability & Clean Tech'. Complements Dr Sofia Barbosa Boucas's (Department of Life Sciences) core delivery with external domain perspectives from Business Analytics and Marketing.
module_396627b1a0a7b6f2,GY3603,Leadership for Change,taught_academic,Department of Life Sciences,Dr Sofia Barbosa Boucas,0.304474,2,Dr Amir Ashrafi,Lecturer in Business Information Systems,Business Analytics and Marketing,"Business Analytics, Enterprise Strategy & Management",0.6018611192703247,0.5174136459827423,"Enriches 'Leadership for Change' by delivering specialist guest sessions on 'Business Analytics, Enterprise Strategy & Management'. Complements Dr Sofia Barbosa Boucas's (Department of Life Sciences) core delivery with external domain perspectives from Business Analytics and Marketing."
module_396bb3a8da9af127,N/A,Design Creativity and Aesthetic Awareness,taught_academic,Brunel Design School,Dr Busayawan Lam,0.36919,1,Professor George Ghinea,Professor - Mulsemedia Computing,Computer Science,"Visual Perception, Graphic Storytelling & HCI",0.5237909555435181,0.44930755794048305,"Enriches 'Design Creativity and Aesthetic Awareness' by delivering specialist guest sessions on 'Visual Perception, Graphic Storytelling & HCI'. Complements Dr Busayawan Lam's (Brunel Design School) core delivery with external domain perspectives from Computer Science."
module_397c834a736dad29,PP5604,Counterintelligence and Security,taught_academic,Social and Political Sciences,Professor Philip Davies,0.384287,1,Dr Rumyana Neykova,Senior Lecturer in Computer Science,Computer Science,"Cybersecurity, Cryptography & Digital Trust",0.4467697739601135,0.4502799272537231,"Enriches 'Counterintelligence and Security' by delivering specialist guest sessions on 'Cybersecurity, Cryptography & Digital Trust'. Complements Professor Philip Davies's (Social and Political Sciences) core delivery with external domain perspectives from Computer Science."
module_397c834a736dad29,PP5604,Counterintelligence and Security,taught_academic,Social and Political Sciences,Professor Philip Davies,0.384287,2,Dr Andre J. Szameitat,Reader - Psychology,Department of Life Sciences,Behavioural Psychology & Cognitive Science,0.5748533010482788,0.45346638262271877,Enriches 'Counterintelligence and Security' by delivering specialist guest sessions on 'Behavioural Psychology & Cognitive Science'. Complements Professor Philip Davies's (Social and Political Sciences) core delivery with external domain perspectives from Department of Life Sciences.
module_397c834a736dad29,PP5604,Counterintelligence and Security,taught_academic,Social and Political Sciences,Professor Philip Davies,0.384287,3,Dr Asress Gikay,"Senior Lecturer in AI, Disruptive Innovation and Law",Brunel Law School,"Ethics, Governance, Law & Policy",0.7417120933532715,0.6652962625026702,"Enriches 'Counterintelligence and Security' by delivering specialist guest sessions on 'Ethics, Governance, Law & Policy'. Complements Professor Philip Davies's (Social and Political Sciences) core delivery with external domain perspectives from Brunel Law School."
module_3a0a326d79ddde82,EE2655,Signals and Systems,taught_academic,Electronic and Electrical Engineering,Dr Lu Gan,0.218994,1,Professor Simon Shaw,Professor,Mathematics,"Computational Modeling, Numerical Simulation & Algorithms",0.4839523136615753,0.4017176449298859,"Enriches 'Signals and Systems' by delivering specialist guest sessions on 'Computational Modeling, Numerical Simulation & Algorithms'. Complements Dr Lu Gan's (Electronic and Electrical Engineering) core delivery with external domain perspectives from Mathematics."
module_3a0a326d79ddde82,EE2655,Signals and Systems,taught_academic,Electronic and Electrical Engineering,Dr Lu Gan,0.218994,2,Dr Md Nazmul Huda,Associate Dean (Student Experience)/Senior Lecturer in Electronic & Electrical Engineering,Electronic and Electrical Engineering,"Robotics, Embedded Systems & Hardware Integration",0.4555783271789551,0.3756599068641662,"Enriches 'Signals and Systems' by delivering specialist guest sessions on 'Robotics, Embedded Systems & Hardware Integration'. Complements Dr Lu Gan's (Electronic and Electrical Engineering) core delivery with external domain perspectives from Electronic and Electrical Engineering."
module_3a924a3b8d35316d,CO3621,Political and Strategic Communication,taught_academic,Social and Political Sciences,Dr Billur Ozgul,0.284451,1,Dr Abrahim Althonayan,Senior Lecturer in Ops Management,"Strategy, Entrepreneurship and Management","Business Analytics, Enterprise Strategy & Management",0.6061857342720032,0.5161641478538513,"Enriches 'Political and Strategic Communication' by delivering specialist guest sessions on 'Business Analytics, Enterprise Strategy & Management'. Complements Dr Billur Ozgul's (Social and Political Sciences) core delivery with external domain perspectives from Strategy, Entrepreneurship and Management."
module_3afbd1156cddb0ac,BB36WW,Research Toolkit and Quality Management,taught_academic,Department of Life Sciences,Dr Sofia Barbosa Boucas,0.329486,1,Dr Muhammad Shafique,Lecturer,Civil and Environmental Engineering,Environmental Sustainability & Clean Tech,0.5752660036087036,0.5130878657102584,Enriches 'Research Toolkit and Quality Management' by delivering specialist guest sessions on 'Environmental Sustainability & Clean Tech'. Complements Dr Sofia Barbosa Boucas's (Department of Life Sciences) core delivery with external domain perspectives from Civil and Environmental Engineering.
module_3afbd1156cddb0ac,BB36WW,Research Toolkit and Quality Management,taught_academic,Department of Life Sciences,Dr Sofia Barbosa Boucas,0.329486,2,Dr Amir Ashrafi,Lecturer in Business Information Systems,Business Analytics and Marketing,"Business Analytics, Enterprise Strategy & Management",0.6018611192703247,0.5240571826696396,"Enriches 'Research Toolkit and Quality Management' by delivering specialist guest sessions on 'Business Analytics, Enterprise Strategy & Management'. Complements Dr Sofia Barbosa Boucas's (Department of Life Sciences) core delivery with external domain perspectives from Business Analytics and Marketing."
module_3b533780bfa75cd8,SW5630,SW5630 Legislation for Social Justice,taught_academic,Department of Health Sciences,Dr Cristina Asenjo Palma,0.420809,1,Dr Asress Gikay,"Senior Lecturer in AI, Disruptive Innovation and Law",Brunel Law School,"Ethics, Governance, Law & Policy",0.7417120933532715,0.5968676477670669,"Enriches 'SW5630 Legislation for Social Justice' by delivering specialist guest sessions on 'Ethics, Governance, Law & Policy'. Complements Dr Cristina Asenjo Palma's (Department of Health Sciences) core delivery with external domain perspectives from Brunel Law School."
module_3b686d642f3505e6,N/A,Art Psychotherapy Theory and Practice II,taught_academic,Arts and Humanities,Dr Katerina Paramana,0.28266,1,Professor Vanja Garaj,Professor of Design,Brunel Design School,"Visual Perception, Graphic Storytelling & HCI",0.5111984014511108,0.44548977911472315,"Enriches 'Art Psychotherapy Theory and Practice II' by delivering specialist guest sessions on 'Visual Perception, Graphic Storytelling & HCI'. Complements Dr Katerina Paramana's (Arts and Humanities) core delivery with external domain perspectives from Brunel Design School."
module_3b91ae3d744c6582,FM2617,Research Methods,taught_academic,Arts and Humanities,Mr Chris Cox,0.375198,1,Dr Diana Suleimenova,Lecturer in Computer Science,Computer Science,"Computational Modeling, Numerical Simulation & Algorithms",0.48383790254592896,0.40727642774581907,"Enriches 'Research Methods' by delivering specialist guest sessions on 'Computational Modeling, Numerical Simulation & Algorithms'. Complements Mr Chris Cox's (Arts and Humanities) core delivery with external domain perspectives from Computer Science."
module_3b91ae3d744c6582,FM2617,Research Methods,taught_academic,Arts and Humanities,Mr Chris Cox,0.375198,2,Dr Harry Agius,Senior Lecturer in Computing,Brunel Design School,"Visual Perception, Graphic Storytelling & HCI",0.49546897411346436,0.5135711312294007,"Enriches 'Research Methods' by delivering specialist guest sessions on 'Visual Perception, Graphic Storytelling & HCI'. Complements Mr Chris Cox's (Arts and Humanities) core delivery with external domain perspectives from Brunel Design School."
module_3b98eb9694703073,N/A,Cross-Cultural Psychology,taught_academic,Department of Life Sciences,Dr Nicole Wen,0.523375,1,Dr Andrew Siu,Reader in Occupational Therapy,Department of Health Sciences,Behavioural Psychology & Cognitive Science,0.33676040172576904,0.3606491029262543,Enriches 'Cross-Cultural Psychology' by delivering specialist guest sessions on 'Behavioural Psychology & Cognitive Science'. Complements Dr Nicole Wen's (Department of Life Sciences) core delivery with external domain perspectives from Department of Health Sciences.
module_3b98eb9694703073,N/A,Cross-Cultural Psychology,taught_academic,Department of Life Sciences,Dr Nicole Wen,0.523375,2,Dr Sven Fischer,Lecturer in Economics,"Economics, Finance and Accounting",Behavioural Economics & Decision Sciences,0.6018108129501343,0.44327954649925233,"Enriches 'Cross-Cultural Psychology' by delivering specialist guest sessions on 'Behavioural Economics & Decision Sciences'. Complements Dr Nicole Wen's (Department of Life Sciences) core delivery with external domain perspectives from Economics, Finance and Accounting."
module_3b9d473d8edbf0fb,PH5670,Anatomy 1: Lower Quadrant,taught_academic,Department of Health Sciences,Dr Amanda Ager,0.299948,1,Dr Valeriia Haberland,Lecturer in Computer Science,Computer Science,Healthcare & Biomedical Applications,0.6184433698654175,0.4994070947170257,Enriches 'Anatomy 1: Lower Quadrant' by delivering specialist guest sessions on 'Healthcare & Biomedical Applications'. Complements Dr Amanda Ager's (Department of Health Sciences) core delivery with external domain perspectives from Computer Science.
module_3be5cef9de28fbc5,ME5551,Management of People in Engineering Activities,taught_academic,Mechanical and Aerospace Engineering,Dr Susan Grant,0.205666,1,Dr Andre J. Szameitat,Reader - Psychology,Department of Life Sciences,Behavioural Psychology & Cognitive Science,0.5748533010482788,0.4872375220060348,Enriches 'Management of People in Engineering Activities' by delivering specialist guest sessions on 'Behavioural Psychology & Cognitive Science'. Complements Dr Susan Grant's (Mechanical and Aerospace Engineering) core delivery with external domain perspectives from Department of Life Sciences.
module_3be5cef9de28fbc5,ME5551,Management of People in Engineering Activities,taught_academic,Mechanical and Aerospace Engineering,Dr Susan Grant,0.205666,2,Dr Valeriia Haberland,Lecturer in Computer Science,Computer Science,Healthcare & Biomedical Applications,0.6184433698654175,0.4619955852627754,Enriches 'Management of People in Engineering Activities' by delivering specialist guest sessions on 'Healthcare & Biomedical Applications'. Complements Dr Susan Grant's (Mechanical and Aerospace Engineering) core delivery with external domain perspectives from Computer Science.
module_3be5cef9de28fbc5,ME5551,Management of People in Engineering Activities,taught_academic,Mechanical and Aerospace Engineering,Dr Susan Grant,0.205666,3,Dr Busayawan Lam,Reader,Brunel Design School,"Visual Perception, Graphic Storytelling & HCI",0.46130913496017456,0.4540079742670059,"Enriches 'Management of People in Engineering Activities' by delivering specialist guest sessions on 'Visual Perception, Graphic Storytelling & HCI'. Complements Dr Susan Grant's (Mechanical and Aerospace Engineering) core delivery with external domain perspectives from Brunel Design School."
module_3c20c446c9bd3643,PY3632,Disorders of Perception and Movement Control,taught_academic,Department of Life Sciences,Dr Adam Bruton,0.388202,1,Dr Elmar Kal,Senior Lecturer in Physiotherapy,Department of Health Sciences,Behavioural Psychology & Cognitive Science,0.3833687901496887,0.4272629797458648,Enriches 'Disorders of Perception and Movement Control' by delivering specialist guest sessions on 'Behavioural Psychology & Cognitive Science'. Complements Dr Adam Bruton's (Department of Life Sciences) core delivery with external domain perspectives from Department of Health Sciences.
module_3c4d4d140282b24f,N/A,Advanced 3D Animation Project,taught_academic,Computer Science,Dr Nadine Aburumman,0.325514,1,Dr Mingfeng Wang,Senior Lecturer in Robotics and Autonomous Systems,Mechanical and Aerospace Engineering,"Robotics, Embedded Systems & Hardware Integration",0.4567059278488159,0.4211236178874969,"Enriches 'Advanced 3D Animation Project' by delivering specialist guest sessions on 'Robotics, Embedded Systems & Hardware Integration'. Complements Dr Nadine Aburumman's (Computer Science) core delivery with external domain perspectives from Mechanical and Aerospace Engineering."
module_3c4d4d140282b24f,N/A,Advanced 3D Animation Project,taught_academic,Computer Science,Dr Nadine Aburumman,0.325514,2,Professor Vanja Garaj,Professor of Design,Brunel Design School,"Visual Perception, Graphic Storytelling & HCI",0.5111984014511108,0.46882029473781583,"Enriches 'Advanced 3D Animation Project' by delivering specialist guest sessions on 'Visual Perception, Graphic Storytelling & HCI'. Complements Dr Nadine Aburumman's (Computer Science) core delivery with external domain perspectives from Brunel Design School."
module_3c56c760b8d3b585,ME5682,Current Topics in Aerospace,taught_academic,Mechanical and Aerospace Engineering,Dr Alvin Gatto,0.298016,1,Dr Md Nazmul Huda,Associate Dean (Student Experience)/Senior Lecturer in Electronic & Electrical Engineering,Electronic and Electrical Engineering,"Robotics, Embedded Systems & Hardware Integration",0.4555783271789551,0.41171387434005735,"Enriches 'Current Topics in Aerospace' by delivering specialist guest sessions on 'Robotics, Embedded Systems & Hardware Integration'. Complements Dr Alvin Gatto's (Mechanical and Aerospace Engineering) core delivery with external domain perspectives from Electronic and Electrical Engineering."
module_3ce860757e1cbba7,LX2082,Land Law,taught_academic,Social and Political Sciences,Dr Anna Tuckett,0.230705,1,Dr Asress Gikay,"Senior Lecturer in AI, Disruptive Innovation and Law",Brunel Law School,"Ethics, Governance, Law & Policy",0.7417120933532715,0.59889497756958,"Enriches 'Land Law' by delivering specialist guest sessions on 'Ethics, Governance, Law & Policy'. Complements Dr Anna Tuckett's (Social and Political Sciences) core delivery with external domain perspectives from Brunel Law School."
module_3cf58e8e449a0768,CS2601,Software Development and Management,taught_academic,Computer Science,Dr Rumyana Neykova,0.432585,1,Dr Arthi Manohar,Senior Lecturer in Design,Brunel Design School,"Visual Perception, Graphic Storytelling & HCI",0.5057911276817322,0.4212603762745857,"Enriches 'Software Development and Management' by delivering specialist guest sessions on 'Visual Perception, Graphic Storytelling & HCI'. Complements Dr Rumyana Neykova's (Computer Science) core delivery with external domain perspectives from Brunel Design School."
module_3cf58e8e449a0768,CS2601,Software Development and Management,taught_academic,Computer Science,Dr Rumyana Neykova,0.432585,2,Dr Muhammad Shafique,Lecturer,Civil and Environmental Engineering,Environmental Sustainability & Clean Tech,0.5752660036087036,0.4732909828424453,Enriches 'Software Development and Management' by delivering specialist guest sessions on 'Environmental Sustainability & Clean Tech'. Complements Dr Rumyana Neykova's (Computer Science) core delivery with external domain perspectives from Civil and Environmental Engineering.
module_3cf58e8e449a0768,CS2601,Software Development and Management,taught_academic,Computer Science,Dr Rumyana Neykova,0.432585,3,Dr Abrahim Althonayan,Senior Lecturer in Ops Management,"Strategy, Entrepreneurship and Management","Business Analytics, Enterprise Strategy & Management",0.6061857342720032,0.5083726346492767,"Enriches 'Software Development and Management' by delivering specialist guest sessions on 'Business Analytics, Enterprise Strategy & Management'. Complements Dr Rumyana Neykova's (Computer Science) core delivery with external domain perspectives from Strategy, Entrepreneurship and Management."
module_3d7980e2d90d3d0c,MG5680,Digital Innovation and Technology Management,taught_academic,Business Analytics and Marketing,Dr Lalnunpuia Samuel,0.366424,1,Dr Valeriia Haberland,Lecturer in Computer Science,Computer Science,Healthcare & Biomedical Applications,0.6184433698654175,0.4755282551050186,Enriches 'Digital Innovation and Technology Management' by delivering specialist guest sessions on 'Healthcare & Biomedical Applications'. Complements Dr Lalnunpuia Samuel's (Business Analytics and Marketing) core delivery with external domain perspectives from Computer Science.
module_3d7980e2d90d3d0c,MG5680,Digital Innovation and Technology Management,taught_academic,Business Analytics and Marketing,Dr Lalnunpuia Samuel,0.366424,2,Dr Abrahim Althonayan,Senior Lecturer in Ops Management,"Strategy, Entrepreneurship and Management","Business Analytics, Enterprise Strategy & Management",0.6061857342720032,0.5488366276025772,"Enriches 'Digital Innovation and Technology Management' by delivering specialist guest sessions on 'Business Analytics, Enterprise Strategy & Management'. Complements Dr Lalnunpuia Samuel's (Business Analytics and Marketing) core delivery with external domain perspectives from Strategy, Entrepreneurship and Management."
module_3daf462eae1d9aca,ME2612,Engineering Business (Core),taught_academic,Mechanical and Aerospace Engineering,Dr Ali Badiei,0.191221,1,Dr Amir Ashrafi,Lecturer in Business Information Systems,Business Analytics and Marketing,"Business Analytics, Enterprise Strategy & Management",0.6018611192703247,0.5282023400068283,"Enriches 'Engineering Business (Core)' by delivering specialist guest sessions on 'Business Analytics, Enterprise Strategy & Management'. Complements Dr Ali Badiei's (Mechanical and Aerospace Engineering) core delivery with external domain perspectives from Business Analytics and Marketing."
module_3daf462eae1d9aca,ME2612,Engineering Business (Core),taught_academic,Mechanical and Aerospace Engineering,Dr Ali Badiei,0.191221,2,Dr Muhammad Shafique,Lecturer,Civil and Environmental Engineering,Environmental Sustainability & Clean Tech,0.5752660036087036,0.5109593629837036,Enriches 'Engineering Business (Core)' by delivering specialist guest sessions on 'Environmental Sustainability & Clean Tech'. Complements Dr Ali Badiei's (Mechanical and Aerospace Engineering) core delivery with external domain perspectives from Civil and Environmental Engineering.
module_3e15e028a524d2ae,PY5635,Cognitive Psychopharmacology and Addiction,taught_academic,Department of Health Sciences,Dr Panagiota Smyrni,0.226674,1,Dr Andre J. Szameitat,Reader - Psychology,Department of Life Sciences,Behavioural Psychology & Cognitive Science,0.5748533010482788,0.5090871632099151,Enriches 'Cognitive Psychopharmacology and Addiction' by delivering specialist guest sessions on 'Behavioural Psychology & Cognitive Science'. Complements Dr Panagiota Smyrni's (Department of Health Sciences) core delivery with external domain perspectives from Department of Life Sciences.
module_3e3458e5e585128b,N/A,Skills for Registration (Mental Health),taught_academic,Department of Health Sciences,Professor Ann Gallagher,0.47127,1,Dr Valeriia Haberland,Lecturer in Computer Science,Computer Science,Healthcare & Biomedical Applications,0.6184433698654175,0.4839977145195007,Enriches 'Skills for Registration (Mental Health)' by delivering specialist guest sessions on 'Healthcare & Biomedical Applications'. Complements Professor Ann Gallagher's (Department of Health Sciences) core delivery with external domain perspectives from Computer Science.
module_3ebf6da2a9d9bca5,GD2618,Game Genres,taught_academic,Arts and Humanities,Dr Andra Ivanescu,0.377146,1,Dr Harry Agius,Senior Lecturer in Computing,Brunel Design School,"Visual Perception, Graphic Storytelling & HCI",0.49546897411346436,0.5179420590400696,"Enriches 'Game Genres' by delivering specialist guest sessions on 'Visual Perception, Graphic Storytelling & HCI'. Complements Dr Andra Ivanescu's (Arts and Humanities) core delivery with external domain perspectives from Brunel Design School."
module_3ebf6da2a9d9bca5,GD2618,Game Genres,taught_academic,Arts and Humanities,Dr Andra Ivanescu,0.377146,2,Dr Sven Fischer,Lecturer in Economics,"Economics, Finance and Accounting",Behavioural Economics & Decision Sciences,0.6018108129501343,0.4565005570650101,"Enriches 'Game Genres' by delivering specialist guest sessions on 'Behavioural Economics & Decision Sciences'. Complements Dr Andra Ivanescu's (Arts and Humanities) core delivery with external domain perspectives from Economics, Finance and Accounting."
module_3ec85ea316ab5b1d,EC2610,Quantitative Methods,taught_academic,"Economics, Finance and Accounting",Professor Stylianos Asimakopoulos,0.306846,1,Dr Diana Suleimenova,Lecturer in Computer Science,Computer Science,"Computational Modeling, Numerical Simulation & Algorithms",0.48383790254592896,0.42750602364540097,"Enriches 'Quantitative Methods' by delivering specialist guest sessions on 'Computational Modeling, Numerical Simulation & Algorithms'. Complements Professor Stylianos Asimakopoulos's (Economics, Finance and Accounting) core delivery with external domain perspectives from Computer Science."
module_3ec85ea316ab5b1d,EC2610,Quantitative Methods,taught_academic,"Economics, Finance and Accounting",Professor Stylianos Asimakopoulos,0.306846,2,Dr Amir Ashrafi,Lecturer in Business Information Systems,Business Analytics and Marketing,"Business Analytics, Enterprise Strategy & Management",0.6018611192703247,0.5115062236785889,"Enriches 'Quantitative Methods' by delivering specialist guest sessions on 'Business Analytics, Enterprise Strategy & Management'. Complements Professor Stylianos Asimakopoulos's (Economics, Finance and Accounting) core delivery with external domain perspectives from Business Analytics and Marketing."
module_3ec85ea316ab5b1d,EC2610,Quantitative Methods,taught_academic,"Economics, Finance and Accounting",Professor Stylianos Asimakopoulos,0.306846,3,Dr Yan Qu,Lecturer (Education) in Mathematics / Statistics,Mathematics,Behavioural Economics & Decision Sciences,0.3341655731201172,0.3706669688224792,"Enriches 'Quantitative Methods' by delivering specialist guest sessions on 'Behavioural Economics & Decision Sciences'. Complements Professor Stylianos Asimakopoulos's (Economics, Finance and Accounting) core delivery with external domain perspectives from Mathematics."
module_3ef532980cdd670d,N/A,MG-PMA - Programming for Marketing Analytics,taught_academic,Business Analytics and Marketing,Dr Amir Ashrafi,0.289653,1,Dr Diana Suleimenova,Lecturer in Computer Science,Computer Science,"Computational Modeling, Numerical Simulation & Algorithms",0.48383790254592896,0.43081588745117183,"Enriches 'MG-PMA - Programming for Marketing Analytics' by delivering specialist guest sessions on 'Computational Modeling, Numerical Simulation & Algorithms'. Complements Dr Amir Ashrafi's (Business Analytics and Marketing) core delivery with external domain perspectives from Computer Science."
